Full Name,First Name,Last Name,2K00,2K01,2K02,2K03,2K04,2K05,2K06,2K07,2K08,2K09,2K10,2K11,2K12,2K13,2K14,2K15,2K16,2K17,2K18,2K19,2K20,2K21,2K22,2K23,2k24,2k25,2k26
Carlos Delfino,Carlos,Delfino,,,,,,74,75,76,78,,62,68,65,68,69,70,,,,,,,,,,,
Carlos Morais,Carlos,Morais,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Rogers,Carlos,Rogers,69.00,65,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Strong,Carlos,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlton Bragg,Carlton,Bragg,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlton Carrington,Carlton,Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,70,
Carmelo Anthony,Carmelo,Anthony,,,,,,89,88,91,94,91,88,93,91,92,91,89,88,88,84,79,76,78,78,,,,
Caron Butler,Caron,Butler,,66,,79,79,82,83,,88,88,83,81,81,81,80,76,72,,,,,,,,,,
Carrick Felix,Carrick,Felix,,,,,,,,,,,,,,,68,68,,,,,,,,,,,
Carsen Edwards,Carsen,Edwards,,,,,,,,,,,,,,,,,,,,,71,70,70,,,,
Cartier Martin,Cartier,Martin,,,,,,,,,,,,64,,67,65,70,,,,,,,,,,,
Casey Jacobsen,Casey,Jacobsen,,,,66,68,72,74,68,69,,,,,,,,,,,,,,,,,,
Casey Prather,Casey,Prather,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey Shaw,Casey,Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cason Wallace,Cason,Wallace,,,,,,,,,,,,,,,,,,,,,,,,,72,76,
Casper Ware,Casper,Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassius Stanley,Cassius,Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassius Winston,Cassius,Winston,,,,,,,,,,,,,,,,,,,,,,,69,,,,
Cedric Bozeman,Cedric,Bozeman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Ceballos,Cedric,Ceballos,80.00,77,,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Henderson,Cedric,Henderson,71.00,65,,59,,,,,,,,,,,,,,,,,,,,,,,
Cedric Jackson,Cedric,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Simmons,Cedric,Simmons,,,,,,,,69,66,66,,,,,,,,,,,,,,,,,
Cenk Akyol,Cenk,Akyol,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cezary Trybanski,Cezary,Trybanski,,,,60,,64,,,,,,,,,,,,,,,,,,,,,
Chace Stanbeck,Chace,Stanbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Brown,Chad,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Posthumus,Chad,Posthumus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamberlain Oguchi,Chamberlain,Oguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chance Comanche,Chance,Comanche,,,,,,,,,,,,,,,,,,,,,,,,,68,,
Chandler Hutchison,Chandler,Hutchison,,,,,,,,,,,,,,,,,,,,71,72,75,71,,,,
Chandler Parsons,Chandler,Parsons,,,,,,,,,,,,,,74,78,79,79,79,74,75,74,74,,,,,
Chane Behanan,Chane,Behanan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channing Frye,Channing,Frye,,,,,,,78,79,77,75,60,63,64,67,67,76,71,74,73,74,,,,,,,
Charles Barkley,Charles,Barkley,85.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Boozer,Charles,Boozer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Claxton,Charles,Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Cooke,Charles,Cooke,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Garcia,Charles,Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Jenkins,Charles,Jenkins,,,,,,,,,,,,,,62,,,,,,,,,,,,,
Charles Jones,Charles,Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Matthews,Charles,Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles O'Bannon,Charles,O'Bannon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Oakley,Charles,Oakley,85.00,,79,,,,,,,,,,,,,,,,,,,,,,,,
Charles Shackleford,Charles,Shackleford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Smith,Charles,Smith,,,66,54,,,70,,,,,,,,,,,,,,,,,,,,
Charles Thomas,Charles,Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Bell,Charlie,Bell,,,,,,,,76,75,,66,66,64,,,,,,,,,,,,,,
Charlie Villanueva,Charlie,Villanueva,,,,,,,77,79,78,78,72,71,67,68,68,69,72,,,,,,,,,,
Charlie Ward,Charlie,Ward,77.00,79,,71,72,74,,,,,,,,,,,,,,,,,,,,,
Charlie Westbrook,Charlie,Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Budinger,Chase,Budinger,,,,,,,,,,,65,70,69,70,69,70,71,,,,,,,,,,
Chase Tapley,Chase,Tapley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chasson Randle,Chasson,Randle,,,,,,,,,,,,,,,,,,,69,69,,71,,,,,
Chauncey Billups,Chauncey,Billups,74.00,75,72,77,86,85,88,92,89,90,85,83,79,82,81,,,,,,,,,,,,
Chaz Williams,Chaz,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheick Diallo,Cheick,Diallo,,,,,,,,,,,,,,,,,,67,70,72,74,73,,,,,
Cheikh Samb,Cheikh,Samb,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherokee Parks,Cherokee,Parks,69.00,,65,57,57,,,,,,,,,,,,,,,,,,,,,,
Chima Moneke,Chima,Moneke,,,,,,,,,,,,,,,,,,,,,,,,,67,,
Chinanu Onuaku,Chinanu,Onuaku,,,,,,,,,,,,,,,,,,67,69,69,,,,,,,
Chinemelu Elonu,Chinemelu,Elonu,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Andersen,Chris,Andersen,,,,63,,67,,,65,72,67,66,65,,66,75,73,73,,,,,,,,,
Chris Anstey,Chris,Anstey,67.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Babb,Chris,Babb,,,,,,,,,,,,,,,61,,65,,,,,,,,,,
Chris Bosh,Chris,Bosh,,,,,71,81,86,88,92,91,84,87,80,82,84,84,84,86,,,,,,,,,
Chris Carr,Chris,Carr,61.00,69,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Carrawell,Chris,Carrawell,,,,54,,,,,,,,,,,,,,,,,,,,,,,
Chris Childs,Chris,Childs,75.00,72,74,,,,,,,,,,,,,,,,,,,,,,,,
Chris Chiozza,Chris,Chiozza,,,,,,,,,,,,,,,,,,,,,,72,72,,,,
Chris Clemons,Chris,Clemons,,,,,,,,,,,,,,,,,,,,,,73,,,,,
Chris Copeland,Chris,Copeland,,,,,,,,,,,,,,,65,71,67,,,,,,,,,,
Chris Corchiani,Chris,Corchiani,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Crawford,Chris,Crawford,72.00,,64,62,68,,,,,,,,,,,,,,,,,,,,,,
Chris Daniels,Chris,Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Douglas-Roberts,Chris,Douglas-Roberts,,,,,,,,,,,62,,,,69,,,,,,,,,,,,
Chris Dudley,Chris,Dudley,,67,,,54,,,,,,,,,,,,,,,,,,,,,,
Chris Duhon,Chris,Duhon,,,,,,72,77,77,,,72,69,67,69,68,,,,,,,,,,,,
Chris Evans,Chris,Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Flores,Chris,Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Fouch,Chris,Fouch,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Garner,Chris,Garner,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gatling,Chris,Gatling,77.00,72,79,,,,,,,,,,,,,,,,,,,,,,,,
Chris Goulding,Chris,Goulding,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Herren,Chris,Herren,64.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Hunter,Chris,Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Jefferies,Chris,Jefferies,,,60,64,66,,,,,,,,,,,,,,,,,,,,,,
Chris Jent,Chris,Jent,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Johnson,Chris,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Kaman,Chris,Kaman,,,,,70,81,83,82,84,84,72,78,76,76,75,76,76,,,,,,,,,,
Chris King,Chris,King,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Kramer,Chris,Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Livingston,Chris,Livingston,,,,,,,,,,,,,,,,,,,,,,,,,69,69,
Chris Marcus,Chris,Marcus,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris McCray,Chris,McCray,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris McCullough,Chris,McCullough,,,,,,,,,,,,,,,,,67,69,69,,,,,,,,
Chris Mihm,Chris,Mihm,,70,72,67,,73,76,72,72,,,,,,,,,,,,,,,,,,
Chris Mills,Chris,Mills,69.00,76,77,59,64,,,,,,,,,,,,,,,,,,,,,,
Chris Morris,Chris,Morris,63.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Mullin,Chris,Mullin,,71,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Owens,Chris,Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Porter,Chris,Porter,,71,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Quinn,Chris,Quinn,,,,,,,,,72,72,63,,,,,,,,,,,,,,,,
Chris Richard,Chris,Richard,,,,,,,,,71,,,,,,,,,,,,,,,,,,
Chris Roberts,Chris,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Robinson,Chris,Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Singleton,Chris,Singleton,,,,,,,,,,,,,,69,67,,,,,,,,,,,,
Chris Smith,Chris,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Taft,Chris,Taft,,,,,,,70,,,,,,,,,,,,,,,,,,,,
Chris Udofia,Chris,Udofia,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Walker,Chris,Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Webber,Chris,Webber,93.00,93,95,91,93,90,85,,,,,,,,,,,,,,,,,,,,
Chris Whitney,Chris,Whitney,69.00,,73,62,,,,,,,,,,,,,,,,,,,,,,,
Chris Wilcox,Chris,Wilcox,,,,70,70,,,76,76,76,63,62,61,66,,,,,,,,,,,,,
Chris Wright,Chris,Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Koumadje,Christ,Koumadje,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christapher Johnson,Christapher,Johnson,,,,,,,,,,,,,,,64,68,66,,,,,,,,,,
Christian Eyenga,Christian,Eyenga,,,,,,,,,,,,,60,57,,,,,,,,,,,,,
Christian Kabongo,Christian,Kabongo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Laettner,Christian,Laettner,78.00,75,72,70,70,74,,,,,,,,,,,,,,,,,,,,,
Christian Watford,Christian,Watford,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuck Hayes,Chuck,Hayes,,,,,,,,72,72,73,62,68,70,73,69,69,68,,,,,,,,,,
Chuck Nevitt,Chuck,Nevitt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuck Person,Chuck,Person,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chucky Atkins,Chucky,Atkins,,74,78,64,,77,74,76,,72,60,,,,,,,,,,,,,,,,
Chucky Brown,Chucky,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chukwudiebere Maduabum,Chukwudiebere,Maduabum,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Aiken,CJ,Aiken,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Anderson,CJ,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Fair,CJ,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Harris,CJ,Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Leslie,CJ,Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Massinburg,CJ,Massinburg,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Miles,CJ,Miles,,,,,,,,,,,57,58,68,69,68,73,73,76,76,75,73,73,,,,,
CJ Watson,CJ,Watson,,,,,,,,,71,71,,68,65,69,68,75,74,72,72,,,,,,,,
CJ Wilcox,CJ,Wilcox,,,,,,,,,,,,,,,,67,67,68,67,67,,,,,,,
CJ Williams,CJ,Williams,,,,,,,,,,,,,,,,,,,,69,,,,,,,
Clarence Weatherspoon,Clarence,Weatherspoon,,71,70,77,72,76,76,,,,,,,,,,,,,,,,,,,,
Cleanthony Early,Cleanthony,Early,,,,,,,,,,,,,,,,70,68,,,,,,,,,,
Cliff Alexander,Cliff,Alexander,,,,,,,,,,,,,,,,,69,,,,,,,,,,
Cliff Levingston,Cliff,Levingston,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cliff Robinson,Cliff,Robinson,83.00,82,,,,,79,76,,,,,,,,,,,,,,,,,,,
Clifford Robinson,Clifford,Robinson,,,88,79,77,69,,76,,,,,,,,,,,,,,,,,,,
Clifford Rozier,Clifford,Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Chapman,Clint,Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint McDaniel,Clint,McDaniel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clyde Drexler,Clyde,Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coby Karl,Coby,Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codi Miller-McIntyre,Codi,Miller-McIntyre,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Demps,Cody,Demps,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Williams,Cody,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,71,
Cody Zeller,Cody,Zeller,,,,,,,,,,,,,,,68,73,74,76,77,77,77,78,78,,76,73,
Colby Jones,Colby,Jones,,,,,,,,,,,,,,,,,,,,,,,,,70,71,
Cole Aldrich,Cole,Aldrich,,,,,,,,,,,,,54,59,59,67,72,74,72,72,,,,,,,
Colin Castleton,Colin,Castleton,,,,,,,,,,,,,,,,,,,,,,,,,,68,
Colt Ryan,Colt,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colton Iverson,Colton,Iverson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constantin Popa,Constantin,Popa,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Beck,Corey,Beck,66.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Benjamin,Corey,Benjamin,61.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Brewer,Corey,Brewer,,,,,,,,,74,73,68,70,66,68,73,75,76,73,70,73,,73,,,,,
Corey Crowder,Corey,Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Gaines,Corey,Gaines,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Hawkins,Corey,Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Maggette,Corey,Maggette,70.00,76,70,74,84,88,86,81,79,81,75,78,74,74,74,,,,,,,,,,,,
Corey Walden,Corey,Walden,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Webster,Corey,Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Williams,Corey,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corie Blount,Corie,Blount,65.00,64,66,61,66,,,,,,,,,,,,,,,,,,,,,,
Corliss Williamson,Corliss,Williamson,74.00,62,60,76,74,78,74,66,,,,,,,,,,,,,,,,,,,
Corsley Edwards,Corsley,Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Alexander,Cory,Alexander,71.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Carr,Cory,Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Higgins,Cory,Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Jefferson,Cory,Jefferson,,,,,,,,,,,,,,,,66,69,,,,,,,,,,
Coty Clarke,Coty,Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtney Alexander,Courtney,Alexander,,75,75,74,76,69,,,,,,,,,,,,,,,,,,,,,
Courtney Fells,Courtney,Fells,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtney Fortson,Courtney,Fortson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtney Lee,Courtney,Lee,,,,,,,,,,74,68,68,70,72,74,76,75,76,75,76,72,71,,,,,
Courtney Sims,Courtney,Sims,,64,64,,,,,,,,,,,,,,,,,,,,,,,,
Craig Brackins,Craig,Brackins,,,,,,,,,,,,65,59,,,,,,,,,,,,,,
Craig Ehlo,Craig,Ehlo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Hodges,Craig,Hodges,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Porter,Craig,Porter,,,,,,,,,,,,,,,,,,,,,,,,,,72,
Craig Smith,Craig,Smith,,,,,,,,72,74,73,62,62,58,,,,,,,,,,,,,,
Craig Sword,Craig,Sword,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristiano Felicio,Cristiano,Felicio,,,,,,,,,,,,,,,,,66,70,73,71,72,72,,,,,
Curtis Blair,Curtis,Blair,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Borchardt,Curtis,Borchardt,,,,59,,66,,,,,,,,,,,,,,,,,,,,,
Cuttino Mobley,Cuttino,Mobley,75.00,80,87,84,84,,81,80,79,78,,,,,,,,,,,,,,,,,
D.J. Strawberry,D.J.,Strawberry,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'or Fischer,D'or,Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Vauntes Smith-Rivera,D'Vauntes,Smith-Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da'Sean Butler,Da'Sean,Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daequan Cook,Daequan,Cook,,,,,,,,,66,73,61,,61,62,,,,,,,,,,,,,
Dahntay Jones,Dahntay,Jones,,,,,,,,,,,66,74,73,73,,,,,,,,,,,,,
Dairis Bertans,Dairis,Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaJuan Summers,DaJuan,Summers,,,,,,,,,,,59,58,56,,,,,,,,,,,,,,
Dajuan Wagner,Dajuan,Wagner,,,,76,74,72,,,,,,,,,,,,,,,,,,,,,
Dakarai Allen,Dakarai,Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakari Johnson,Dakari,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakota Mathias,Dakota,Mathias,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale Davis,Dale,Davis,,85,84,72,72,,75,,,,,,,,,,,,,,,,,,,,
Dale Ellis,Dale,Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalibor Bagaric,Dalibor,Bagaric,,66,59,56,61,,,,,,,,,,,,,,,,,,,,,,
Dallas Lauderdale,Dallas,Lauderdale,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Knecht,Dalton,Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,71,
Damen Bell-Holter,Damen,Bell-Holter,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dami Sapara,Dami,Sapara,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Inglis,Damien,Inglis,,,,,,,,,,,,,,,,,69,,,,,,,,,,
Damien Jefferson,Damien,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Wilkins,Damien,Wilkins,,,,,,,72,72,74,,61,,61,,64,,,,,,,,,,,,
Damion James,Damion,James,,,,,,,,,,,,70,69,,70,,,,,,,,,,,,
Damir Markota,Damir,Markota,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damjan Rudez,Damjan,Rudez,,,,,,,,,,,,,,,,69,68,66,,,,,,,,,
Damon Bailey,Damon,Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damon Jones,Damon,Jones,,,,,,,74,74,76,,,,,,,,,,,,,,,,,,
Damon Stoudamire,Damon,Stoudamire,80.00,83,81,79,76,82,80,77,76,,,,,,,,,,,,,,,,,,
Damone Brown,Damone,Brown,,,,62,,,,,,,,,,,,,,,,,,,,,,,
Damyean Dotson,Damyean,Dotson,,,,,,,,,,,,,,,,,,,,69,75,72,70,,,,
Dan Dickau,Dan,Dickau,,,,60,,69,75,74,70,,,,,,,,,,,,,,,,,,
Dan Gadzuric,Dan,Gadzuric,,,66,,72,74,73,72,73,,,61,,,,,,,,,,,,,,,
Dan Godfread,Dan,Godfread,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Langhi,Dan,Langhi,,,66,,,,,,,,,,,,,,,,,,,,,,,,
Dan Majerle,Dan,Majerle,75.00,75,76,,,,,,,,,,,,,,,,,,,,,,,,
Dan Nwaelele,Dan,Nwaelele,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan O'Sullivan,Dan,O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dana Barros,Dana,Barros,73.00,73,73,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Clark,Danel,Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Coursey,Daniel,Coursey,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Diez,Daniel,Diez,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Dixon,Daniel,Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Ewing,Daniel,Ewing,,,,,,,70,70,,,,,,,,,,,,,,,,,,,
Daniel Gibson,Daniel,Gibson,,,,,,,,72,77,74,60,61,61,60,,,,,,,,,,,,,
Daniel Hamilton,Daniel,Hamilton,,,,,,,,,,,,,,,,,,,,66,,,,,,,
Daniel Horton,Daniel,Horton,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Miller,Daniel,Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Nwaelele,Daniel,Nwaelele,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Ochefu,Daniel,Ochefu,,,,,,,,,,,,,,,,,,,66,,,,,,,,
Daniel Orton,Daniel,Orton,,,,,,,,,,,,59,50,58,56,,,,,,,,,,,,
Daniel Oturu,Daniel,Oturu,,,,,,,,,,,,,,,,,,,,,,,71,,,,
Daniel Santiago,Daniel,Santiago,,,62,,64,61,,,,,,,,,,,,,,,,,,,,,
Danilo Barthel,Danilo,Barthel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Ainge,Danny,Ainge,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Ferry,Danny,Ferry,,61,65,,,,,,,,,,,,,,,,,,,,,,,,
Danny Fortson,Danny,Fortson,76.00,74,84,73,70,71,74,71,,,,,,,,,,,,,,,,,,,
Danny Granger,Danny,Granger,,,,,,,79,78,79,84,84,83,81,84,80,76,,,,,,,,,,,
Danny Manning,Danny,Manning,,,71,,,,,,,,,,,,,,,,,,,,,,,,
Danny Schayes,Danny,Schayes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Young,Danny,Young,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dante Cunningham,Dante,Cunningham,,,,,,,,,,,,61,60,59,64,68,69,71,72,71,,,,,,,
Dante Exum,Dante,Exum,,,,,,,,,,,,,,,,74,73,74,73,74,,73,,,70,75,
DaQuan Jeffries,DaQuan,Jeffries,,,,,,,,,,,,,,,,,,,,,69,70,70,70,70,,
Darin Johnson,Darin,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darington Hobson,Darington,Hobson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dariq Whitehead,Dariq,Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,71,71,
Darius Adams,Darius,Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Johnson-Odom,Darius,Johnson-Odom,,,,,,,,,,,,,,,69,,,,,,,,,,,,
Darius Miles,Darius,Miles,,73,,75,73,78,79,77,75,,,,,,,,,,,,,,,,,,
Darius Miller,Darius,Miller,,,,,,,,,,,,,,,64,68,,,,73,72,72,,,,,
Darius Morris,Darius,Morris,,,,,,,,,,,,,,66,66,,,,,,,,,,,,
Darius Songaila,Darius,Songaila,,,,,,69,66,,70,,61,62,,,,,,,,,,,,,,,
Darius Washington,Darius,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darko Milicic,Darko,Milicic,,,,,72,69,75,,76,74,58,57,62,,,,,,,,,,,,,,
Darnell Jackson,Darnell,Jackson,,,,,,,,,,66,,,,,52,,,,,,,,,,,,
Darnell Mee,Darnell,Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darnell Valentine,Darnell,Valentine,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaRon Holmes,DaRon,Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,71,
Darrell Armstrong,Darrell,Armstrong,82.00,86,84,78,74,77,74,74,71,72,,,,,,,,,,,,,,,,,
Darrell Arthur,Darrell,Arthur,,,,,,,,,,71,65,63,,70,72,69,71,75,73,70,,,,,,,
Darrell Griffith,Darrell,Griffith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Walker,Darrell,Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Collison,Darren,Collison,,,,,,,,,,,65,80,75,77,76,79,79,77,78,79,,,,,,,
Darren Morningstar,Darren,Morningstar,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrick Martin,Darrick,Martin,71.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrin Hancock,Darrin,Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrius Williams,Darrius,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrun Hilliard,Darrun,Hilliard,,,,,,,,,,,,,,,,,68,68,69,,,,,,,,
Darryl Watkins,Darryl,Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darvin Ham,Darvin,Ham,71.00,71,,,70,70,,,,,,,,,,,,,,,,,,,,,
Daryl Macon,Daryl,Macon,,,,,,,,,,,,,,,,,,,,,,68,,,,,
Daulton Hommes,Daulton,Hommes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davante Gardner,Davante,Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Corzine,Dave,Corzine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Dudzinski,Dave,Dudzinski,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Feitl,Dave,Feitl,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Greenwood,Dave,Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Hoppen,Dave,Hoppen,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Jamerson,Dave,Jamerson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Johnson,Dave,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Popson,Dave,Popson,,,,,,,,,,,,,,,,,,,,,,,,,,,
